	Universidad	Título	Tesista	Grado	Asesor	Resumen	Año	Disciplina
3577	Pontificia Universidad Católica del Perú	Análisis, diseño e implementación de un sistema de gestión y control de proyectos arqueológicos del Perú aplicado al laboratorio de arqueología PUCP. Parte 3: etapa de clasificación y gestión de los bienes culturales encontrados en los proyectos arqueológicos	Bajalqui Carrasco, Edgar Gustavo	Título Profesional	Ríos Alejos, Luis Esteban	"La presente Tesis propone el análisis, diseño e implementación de un sistema que permita gestionar y controlar el Patrimonio Cultural Arqueológico en el Perú.
Asimismo la Tesis forma parte de un proyecto de implementación mayor, el cual tiene como objetivo dar soporte a una serie de procesos involucrados en la conservación del Patrimonio Cultural Arqueológico del Perú.
La implementación del sistema mayor, que engloba al presente, toma como referencia los procesos que actualmente se manejan para preservar el Patrimonio Arqueológico del Perú desde que se realiza la solicitud para realizar un Proyecto Arqueológico al Ministerio de Cultura, hasta la gestión y control del Patrimonio Arqueológico luego de finalizado los Proyectos. Para la gestión interna de los proyectos Arqueológicos, se ha tomado como base el Laboratorio de Arqueología de la PUCP debido a que es una institución que ha manejado diversos tipos de proyectos arqueológicos por más de 20 años.
Dicho esto, la presente Tesis abarca la tercera parte del Sistema de Gestión y Control del Patrimonio Cultural Arqueológico. Esta tercera parte se enfoca en los procesos realizados por el mencionado Laboratorio de Arqueología PUCP con los Bienes Arqueológicos hallados en los distintos Proyectos Arqueológicos realizados.
El presente Documento de Tesis se encuentra dividido en capítulos. En el primer capítulo se plantea la definición del problema. En el segundo capítulo se explica y justifica la metodología utilizada para realizar la tesis. En el tercer capítulo se presenta el diseño de la solución implementada. En el cuarto capítulo se justifican las herramientas utilizadas en la solución propuesta. Finalmente, en el quinto capítulo se presentan las  observaciones, conclusiones y recomendaciones relacionadas al tema de tesis planteado."	2014	Ingeniería Informática
3586	Pontificia Universidad Católica del Perú	Desarrollo de un simulador de ambiente de terminales de puntos de venta (POS) para realizar pruebas de esfuerzo de motores transaccionales	León Polo, Cecilia Roxana	Título Profesional	Daly Scaletti, Corrado Pablo Guillermo	"La presente tesis tiene como objetivo desarrollar una aplicación que simule un ambiente
de terminales de punto de venta (POS) que permita simular pruebas de esfuerzo sobre motores transaccionales para evitar que los defectos de rendimiento impacten la operativa normal de un entorno de producción. Es imprescindible garantizar la estabilidad del motor enrutador transaccional en situaciones en donde aumente la demanda de transacciones a raíz de una proyección en la red de terminales de puntos de venta dado que a través del tiempo se aperturan nuevos canales de venta y se expanden los establecimientos.
Al presentarse algún defecto (indisponibilidad, degradación) en el motor enrutador transaccional se puede comprometer de forma completa toda la red de terminales, imposibilitando la realización de transacciones. Esto a su vez puede generar caos en los
establecimientos donde por ejemplo una cadena de tiendas no pueda realizar ventas y
por consiguiente presentar pérdidas económicas en todos sus establecimientos. Estos
defectos se deben a que los procesos de validación de software en entornos de prueba
no cubren escenarios de alta concurrencia sobre el motor enrutador transaccional y como consecuencia no se mitiga el riesgo de incidencias en producción.
Según lo expuesto estamos frente a un escenario que genera problemas operativos en
los establecimientos de venta, problemas que comprometen la relación entre proveedor
tecnológico y cliente comercial, y en consecuencia afectan al cliente final quien no puede realizar una compra o pago de servicio. Ante este escenario, surge la necesidad de implementar una estrategia basada en una aplicación tecnológica que permita llevar a cabo los procesos de validación de software enfocado en pruebas de esfuerzo para
mitigar el riesgo operativo.
Finalmente, el proyecto de Tesis propone una solución basada en una herramienta informática para la generación de escenarios de pruebas de esfuerzo en donde exija un
alto rendimiento al motor enrutador transaccional de tal forma que las pruebas de robustez y alta disponibilidad estén cubiertas en los procesos de control de calidad de
software."	2016	Ingeniería Informática
3794	Pontificia Universidad Católica del Perú	Uso de software aplicado al desarrollo de la investigación en el IIBI y CICINF	Rivera Gavidia, Yuri	Título Profesional	De la Vega, Aurora	"Nuevos entornos de información permiten que investigadores e investigadoras en
bibliotecología y ciencia de la información exploren diversos temas y apliquen métodos
de investigación y análisis de datos que demandan el uso de más aplicaciones de software.
En términos generales, se realiza un análisis y descripción que permita conocer qué tan
importante es el software para los investigadores y las investigadoras en bibliotecología
y ciencia de la información en el IIBI y el CICINF. Asimismo, se muestran los resultados
sobre cuáles son las aplicaciones de software más usadas por los investigadores y las
investigadoras en estas instituciones y la relación que puede existir entre el uso de estas
aplicaciones con sus actuales temas de estudio y con los métodos de investigación que
utilizan."	2015	Ciencias de la Información
3818	Pontificia Universidad Católica del Perú	Visualización de puntos de interés en un campus universitario usando realidad aumentada	Carrión Castagnola, Pedro Jesús	Título Profesional	Zapata Del Rio, Claudia María del Pilar	"Es habitual que en una universidad de prestigio se realicen eventos de importante
relevancia tanto para la comunidad universitaria como para personas externas a esta,
sin embargo esta información, por lo general, no se encuentra centralizada o no tiene
mayor visibilidad en la web, por lo que queda fuera del alcance de las personas a las
interesadas en asistir.
Además, una persona que no pertenece o que recién se incorpora a la comunidad
universitaria no conoce la ubicación de sitios relevantes como las unidades, facultades
y bibliotecas; incluso las personas que sí pertenecen a la comunidad universitaria
pueden desconocer la ubicación de sitios menos visitados como las direcciones
administrativas, centros e institutos.
La presente tesis busca desarrollar una aplicación móvil con información centralizada
de lugares y eventos de un campus universitario, esta ofrece mostrar la ubicación de
puntos de interés mediante el uso de las tecnologías de realidad aumentada y mapas,
implementar sistemas de búsqueda de puntos de interés, y mostrar información como
descripciones, fotos, enlaces web, enlaces de contacto y lugares relacionados, entre
otros.
Esta aplicación fue implementada para la Pontificia Universidad Católica del Perú
(PUCP) por parte de la Dirección Informática Académica (DIA) con el nombre de
“Descubre PUCP”."	2016	Ingeniería Informática
3822	Pontificia Universidad Católica del Perú	Implementación de un sistema de información para una mype comercial con componentes de libros y facturación electrónica	Ordaya Lock, Rita Alexandra	Título Profesional	Aguilera Serpa, César Augusto	"En una empresa comercial, la precisión en los registros de transacciones es indispensable. Sin embargo, es complicado mantener la precisión si se realizan manualmente. Mediante las diversas herramientas que las tecnologías actuales nos brindan, se permite sistematizar estos con el propósito de reducir los errores, agilizar y facilitar las tareas que dichos registros impliquen.
Las nuevas tecnologías ofrecen, también, nuevos medios de control, los cuales sirven de apoyo para entidades reguladoras como SUNAT. Esta entidad, mediante sus recientes resoluciones, exige a sus contribuyentes realizar sus tareas de tributación en medios electrónicos. La Resolución de Superintendencia N° 286-2009/SUNAT hace referencia a los libros de Registro de Compras y Registro de Ventas e ingresos, los cuales deben ser generados en formatos digitales y cargados a la plataforma dispuesta por la SUNAT. Por otro lado, la Resolución de Superintendencia N° 374-2013/SUNAT hace referencia a los documentos de facturación, los cuales también deben ser generados en un formato digital Por estas razones, se propone el desarrollo de un sistema de información para la gestión de empresas de tipo comercial, que le permita gestionar sus recursos, automatizar sus procesos de compras, ventas y control de inventario y cumplir con la normativa vigente impuesta por SUNAT."	2015	Ingeniería Informática
3908	Pontificia Universidad Católica del Perú	Proceso de extracción de patrones secuenciales para la caracterización de fenómenos espacio-temporales	Maldonado Cadenillas, Rodrigo Ricardo	Título Profesional	Alatrista Salas, Hugo	"El objetivo de este trabajo de fin de carrera es realizar un proceso de extracción de
patrones secuenciales basado en KDD, empleando el algoritmo de minería de
patrones secuenciales PrefixSpan para prever el comportamiento de fenómenos
representados por eventos que cambian con el tiempo y el espacio.
Estos tipos de fenómenos son llamados fenómenos espacio-temporales, los cuales
son un conjunto de eventos o hechos perceptibles por el hombre. Además, están
compuestos por un componente espacial (la ubicación donde sucede el fenómeno),
un componente temporal (el momento o intervalo de tiempo en el que ocurre el
fenómeno) y un componente de análisis (el conjunto de características que describen
el comportamiento del fenómeno).
En el mundo, se pueden observar una gran diversidad de fenómenos espaciotemporales;
sin embargo, el presente trabajo de fin de carrera se centra en los
fenómenos naturales, tomando como caso de prueba el fenómeno espacio-temporal
de la contaminación de los ríos en Reino Unido.
Por lo tanto, con el fin de realizar un estudio completo sobre este fenómeno, se utiliza
KDD (Knowledge Discovery in Databases) para la extracción del conocimiento a
través de la generación de patrones novedosos y útiles dentro de esquemas
sistemáticos complejos. Además, se utilizan métodos de Minería de Datos para
extraer información útil a partir de grandes conjuntos de datos. Así mismo, se utilizan
patrones secuenciales, los cuales son eventos frecuentes que ocurren en el tiempo
y que permiten descubrir correlaciones entre eventos y revelar relaciones de “antes”
y “después”.
En resumen, el presente trabajo de fin de carrera se trata de un proceso para mejorar
el estudio del comportamiento de los fenómenos gracias al uso de patrones
secuenciales. De esta manera, se brinda una alternativa adicional para mejorar el
entendimiento de los fenómenos espacio-temporales; y a su vez, el conocimiento
previo de sus factores causantes y consecuentes que se puedan desencadenar, lo
cual permitiría lanzar alertas tempranas ante posibles acontecimientos atípicos."	2016	Ingeniería Informática
3955	Pontificia Universidad Católica del Perú	Una aplicación de la regresión de Cox con puntos de cambio en las covariables	Trujillo Angeles, Lucía Inés	Maestría	Doig Camino, Elizabeth	El siguiente trabajo de tesis, estudiará el modelo de regresión de Cox con puntos de cambio en las covariables propuesto por Jensen y Lutkebohmert (2008), realizando el desarrollo y la aplicación para una base de líneas móviles postpago. El objetivo es obtener los parámetros de las covariables y el nuevo parámetro en el modelo que es el punto de cambio, para analizar la manera como estas covariables tienen influencia en la desactivación de una línea a solicitud del cliente.	2014	Estadística
3956	Pontificia Universidad Católica del Perú	Elementos de dinámica de iteración de funciones	Vergaray Albujar, César Augusto	Maestría	Rosas Bazán, Rudy José	"En este trabajo desarrollaremos dos aspectos de Dinámica: El primero que trata sobre la dinámica de funciones que van de un intervalo en si mismo, introduciremos las cadenas de Markov y algunos resultados previos para alcanzar al final el teorema de Sharkovsky demostrado con grafos, el cual lo haremos en la primera parte de este trabajo. La segunda parte de este trabajo
tratará sobre la teoría ergódica, nos enfocaremos en dos de los teoremas fundamentales que son el teorema de recurrencia de Poincaré y el teorema de Birkhoff."	2015	Estadística
3958	Pontificia Universidad Católica del Perú	An application of discrete time survival models to analyze student dropouts at a private university in Peru	Pebes Trujillo, Miguel Raúl	Maestría	Sal y Rosas Celi, Víctor Giancarlo	"Discrete-time survival models are discussed and applied to the study of which factors
are associated with student dropouts at a private university in Lima, Per_u. We studied the characteristics of 26; 790 incoming students enrolled between 2004 and 2012 in all the under-graduate programs at the University. The analysis include the estimation of the survival and hazard functions using the Kaplan-Meier method and the _tting of parametric models using the Cox proportional hazards regression and the Logistic regression for survival analysis, this last one, in order to include time varying variables as predictors. During the period of analysis, the cumulative probability of remain at the University after _ve years was 73.7% [95% CI: 73.1% - 74.4%]. In any period the hazard is greater than 4.4% and this highest value is reached in the 3rd semester. In a multivariate analysis, we found that academic factors (area of study, type of admission, standardized academic performance index, and the percentage of passed credits); economic factors (type of residence, and payment scale); and sociodemographic factors (mother education level, indicators of whether or not parents are alive, and the age of the student) were associated with the risk of dropout."	2015	Estadística
3962	Pontificia Universidad Católica del Perú	Modelo de regresión de clases latentes: factores asociados a la valoración de una universidad privada	Wiener Ramos, Lucia	Maestría	Valdivieso Serrano, Luis Hilmar	"En diversos campos de análisis, especialmente en las ciencias sociales y humanas, se identifican constructos teóricos a los cuales queremos aproximarnos pero que no son directamente observables ni medibles, como por ejemplo, la calidad o satisfacción con un servicio, el nivel de  estrés, el nivel de conocimiento en matemáticas, entre otras. Este tipo de constructos son llamados variables latentes y su valor solo puede ser aproximado a través de variables observadas o manifiestas que si pueden ser medidas (Bartholomew et al., 2011).
En el Capítulo 2 se presenta consideraciones generales acerca del modelo lineal general de variables latentes y el modelo de clases latentes. En el Capítulo 3 se estudian los modelos de regresión de clases latentes, la estimación de sus parámetros y su implementación computacional. En el Capítulo 4 se presenta los resultados de la aplicación del modelo a un conjunto de datos reales orientados a conocer la valoración de una universidad privada. En el Capítulo 5 se presenta algunas conclusiones, recomendaciones y futuras extensiones que se podrían derivar de este trabajo."	2015	Estadística
3963	Pontificia Universidad Católica del Perú	Estudio de tres propuestas de distribución skew-t	Kantor Benavides, Alejandro	Maestría	Bayes Rodríguez, Cristian Luis	"Este trabajo compara tres distribuciones skew-t. En particular, las propuestas por Branco y Dey (2001) y Azzalini y Capitanio (2003), Fernández y Steel (1998), y Jones y Faddy (2003).
Se analiza la relación entre los parámetros y el nivel de asimetría a través de la medida de Patil et al. (2014). Se propone una nueva parametrización de la distribución skew-t de Jones y Faddy (2003) que modela mejor la asimetría. Las distribuciones son ajustadas a datos reales basados en el retorno logarítmico de la tasa de cambio de PEN a USD."	2015	Estadística
4000	Pontificia Universidad Católica del Perú	Adaptación de los algoritmos SIFT y LSH para la diferenciación de archivos de imágenes	Ramirez Franco, Tania Gabriela	Título Profesional	Zapata Del Rio, Claudia María del Pilar	"El almacenamiento digital de información se ha vuelto un proceso cotidiano para
todo aquel que disponga de algún dispositivo electrónico. Al tratarse de un proceso
tan frecuente, es muy común que se almacenen grandes cantidades de datos/información, volví ´endose ardua su administración. Esto aplica a todos los tipos de datos
digitales.
El presente proyecto se enfoca en los problemas de almacenamiento de archivos
de imágenes, como la gran repetición de archivos, elaborando una solución que permita
aminorar el problema. El objetivo del proyecto es construir una herramienta que
facilite la búsqueda de archivos de imagen que contengan contenidos similares. Para
lograr el objetivo, se evaluaron herramientas que permitieran manipular la información
de los archivos de imagen de manera que se puedan obtener los datos necesarios
para realizar un proceso de comparación. Se decidió utilizar las herramientas SIFT
y LSH y se procedió a adecuarlas para su funcionamiento de acuerdo a los criterios
establecidos durante la investigación.
Finalmente, se pudo elaborar una solución que permite realizar la comparación de
un grupo de imágenes, mostrando porcentajes de similitud entre estas para así poder
saber que imágenes son similares entre sí.
En el primer capítulo del presente documento se desarrolla el problema a tratar
y se explican los términos que se utilizan a lo largo de todo el documento. En el siguiente
capítulo se encuentran los objetivos de la tesis, así como los resultados que
se pretende obtener y las herramientas que se utilizaron para la elaboración de la
solución. En los capítulos siguientes, se desarrollan uno por uno los objetivos alcanzados
y en el ´ ultimo capítulo se encuentran las conclusiones y comentarios sobre el
trabajo realizado."	2016	Ingeniería Informática
4004	Pontificia Universidad Católica del Perú	Sistema integrado con servicios web que brinde soporte a los procesos de gestión de proyectos de la empresa desarrolladora de software Tau	Diaz Dumont, Paul Francisco	Título Profesional	Berrocal Pérez-Albela, Jorge Alberto	"En la actualidad existen diversas empresas que utilizan servicios web para dar soporte a sus
procesos, lo que genera una dependencia directa al uso de este tipo de herramientas. Si bien
pueden existir problemas de integración entre ellas, causando diversas dificultades tales como
la distribución en la productividad y la inconsistencia de datos, los beneficios que brindan
suelen ser mucho mayores por lo que se justifica la decisión de usar los servicios web.
La empresa Tau, denominada así por temas de confidencialidad, utiliza servicios de diversos
proveedores para realizar sus actividades comerciales y presenta problemas por la falta de
estándares de comunicación entre dichos componentes. El presente proyecto contempla el
análisis de las deficiencias de esta forma de trabajo en el contexto específico de dicha
organización con el fin de identificar posibilidades de mejora y con ello construir una
herramienta que facilite su trabajo con aplicaciones basadas en tecnologías web.
De este modo, el resultado final del proyecto es un sistema de información que apoyará a la
ejecución de ciertos procesos de la empresa y que cuenta con la particularidad de integrarse
con múltiples proveedores de servicios web, actuando como componente unificador entre
ellos. El proceso de construcción realizado se encuentra detallado a lo largo de los siete
capítulos que conforman este documento. Los capítulos se encuentran distribuidos de la
siguiente forma:
Los capítulos uno y dos describen la problemática que se busca resolver, así como el marco
conceptual que permite entender de una manera más completa la situación en la cual se
presenta.
El capítulo número tres contempla el análisis de las funcionalidades requeridas por el proyecto,
y los componentes que definen su comportamiento, tales como los usuarios y los casos de uso.
El cuarto capítulo está enfocado a la especificación de los servicios web con los cuales se
integrará el sistema propuesto y los mecanismos de comunicación y autenticación empleados.
Por otro lado, los capítulos cinco y seis detallan el aspecto técnico del desarrollo e
implementación del producto. Se describen las herramientas y conceptos utilizados, así como
la arquitectura del sistema y las consideraciones tomadas en cuenta para su construcción.
Finalmente, el capítulo siete presenta las conclusiones, recomendaciones y observaciones
resultantes del desarrollo del presente trabajo, las cuales son aplicables para futuros proyectos
con una temática similar."	2016	Ingeniería Informática
4057	Pontificia Universidad Católica del Perú	Adaptación al ámbito académico y mejoras a la usabilidad de un sistema de evaluación financiera para proyectos mineros	Espinoza Sánchez, Luis Eduardo	Título Profesional	Yrigoyen Montestruque, José Isaac	"Actualmente, se cuenta con un sistema de evaluación financiera de proyectos
mineros realizado en otro proyecto de fin de carrera. Este permite realizar las
operaciones necesarias para poder determinar si un proyecto minero es rentable. Sin
embargo, tiene características que hacen que sea de difícil uso. Lo cual es un
obstáculo que impide que pueda ser usado con todo el potencial con el que fue
diseñado.
Asimismo, se ha resaltado que sería bastante útil que funcione en un ambiente
académico que permita ser usado como una herramienta de enseñanza y de
aprendizaje de estos temas. Pero en su estado actual, no es posible que este sea
utilizado en una institución académica.
Por estas razones, se propone la realización de pruebas de usabilidad para identificar
los problemas que afectan al sistema de evaluación financiera para su posterior
mejora. Adicionalmente, también se propone agregar un módulo adicional que
permita la administración del sistema en un ámbito académico."	2016	Ingeniería Informática
4058	Pontificia Universidad Católica del Perú	Implementación de un algoritmo genético para la optimización de flujo vehicular aplicado a la fase de tiempos en las intersecciones de un corredor vial	Medina Nolazco, Javier Denis	Título Profesional	Cueva Moscoso, Rony	"Este proyecto de fin de carrera busca aportar una posible solución al problema del
tráfico en las principales vías de Lima. Aprovechando la infraestructura de
semaforización, este trabajo se enfocará en modificar y optimizar los tiempos de fases
de los semáforos para un adecuado flujo de tráfico. Se experimentará el
comportamiento del flujo de tránsito en las intersecciones en un corredor vial y se
propondrá un algoritmo genético para la adaptabilidad estos tiempos de fase de modo
que contribuya con reducir el tiempo perdido en el tráfico."	2015	Ingeniería Informática
4059	Pontificia Universidad Católica del Perú	Desarrollo de una herramienta para la práctica del curso de matemáticas en plataformas educativas virtuales utilizando reconocimiento de emociones	Zúñiga Soto, Rosario Isabel	Título Profesional	Melgar Sasieta, Héctor Andrés	"El Perú atraviesa una crisis en su sistema educativo, a pesar de estar cerca de lograr
la universalización de la educación primaria, sector importante para el desarrollo
escolar, los resultados muestran que los niños no aprenden como deberían. Para
mejorar esta situación se necesitan aplicar nuevas técnicas que apoyen al desarrollo
educacional sobretodo de los niños y niñas del nivel primario.
En el ámbito tecnológico, existen nuevas herramientas que no están siendo utilizadas
y que podrían ayudar a mejorar la educación en nuestro país. Una de estas
herramientas son las plataformas educativas virtuales, conocidas también como e-
Learning Systems. Si bien estas plataformas logran cubrir algunas expectativas de lo
que debería ser un aula virtual, no toman en cuenta las experiencias, talentos e
intereses de los alumnos. El presente proyecto de fin de carrera propone una
alternativa de solución mediante una herramienta que posibilite el reconocimiento de
emociones por medio de texto ingresado por el alumno, para descubrir el perfil que
posee y poder responder afectivamente a sus necesidades. Para simular el ambiente
pedagógico se crearon lecciones para practicar la materia de Matemáticas. De igual
manera el trabajo se centra en la educación primaria como primer enfoque en el
desarrollo."	2016	Ingeniería Informática
4152	Pontificia Universidad Católica del Perú	Adopción de herramienta para el soporte a la gestión del portafolio de proyectos de PROCAL - PROSER	Ghersi Sayán, Sandra Cecilia	Título Profesional	Flores García, Luis Alberto	"En la actualidad, las empresas de desarrollo y uso de tecnologías informáticas
buscan optimizar sus procesos para cumplir de mejor forma sus metas y objetivos.
Si bien se tienen modelos de capacidad y madurez, estos se adecuan a medianas o
grandes empresas y no ofrecen una adecuada solución para las pequeñas
empresas.
Ante esta necesidad se crea el proyecto ProCal-ProSer, una iniciativa que busca
determinar el conjunto de factores que influyen en la mejora de procesos para
elevar la competitividad (productividad y calidad) en pequeñas organizaciones que
desarrollan productos software y ofrecen servicios software a través de varios
proyectos de mejora de procesos en organizaciones que se plieguen a la
investigación.
El presente proyecto de tesis presenta la gestión y soporte del portafolio de
proyectos correspondientes al primer ciclo de mejora de organizaciones dentro del
marco del proyecto ProCal-ProSer, bajo el esquema de pruebas controladas, la cual
se realiza con la finalidad de consolidar la información transversalmente de manera
uniformizada y automatizada, y ofrecer una infraestructura que de soporte a la
gestión de portafolio.
El proyecto se inicia con el análisis de los requisitos para la selección de una
herramienta Web y su modificación, luego se procede con el soporte a la gestión
de los sub proyectos incluidos dentro del portafolio de ProCal-ProSer y se generan
reportes que incorporen información de todos los sub proyectos gestionados, que
permitan evaluar factores que influyen en el desarrollo de los sub proyectos y
contribuyan en posteriores tomas de decisiones."	2016	Ingeniería Informática
4224	Pontificia Universidad Católica del Perú	Composición musical artificial con algoritmos genéticos	Vílchez Vargas, Francisco	Título Profesional	Beltrán Castañón, César Armando	"La composici´on musical consiste en el uso y combinaci´on adecuada de diversas notas,
con el prop´ osito de generar una melod´ıa musical. Por otro lado, la improvisaci ´on musical,
consiste en la composici´on instant ´anea, realizada en un momento determinado,
ya sea en base a una composici´on ya existente o alguna totalmente nueva. Para realizar
dicha tarea, se requiere el conocimiento de diversos patrones existentes en teor´ıa
musical y, de esta manera, poder juntarlas teniendo en consideraci ´on ciertos criterios
arm´onicos, mel´odicos y r´ıtmicos para que suene agradable al usuario final. Debido a
la cantidad de conocimiento necesario para poder realizar una composici´on musical,
nuestro proyecto tiene la intenci ´on de realizar un m´etodo que tenga la capacidad de
poder combinar notas adecuadamente siguiendo las reglas de la teor´ıa musical moderna.
Este compositor (improvisador) tendr´a como entrada una armon´ıa y adaptar´a sus
creaciones (improvisaciones) en base a ella. Se lograr ´a realizar dicha tarea mediante
un algoritmo gen´ etico. Para ello, se utilizar ´a como poblaci ´on inicial peque˜nas frases
musicales creadas por expertos, las cuales son conocidos como licks. Estas ser´an
juntadas y mejoradas mediante nuestros operadores gen´ eticos, de tal manera que se
logre una nueva composici´on totalmente distinta a la inicial cada vez que se aplique
nuestro algoritmo. De esta manera, se desarrollar ´a una metodolog´ıa basada en algoritmos
gen´ eticos, incrementando as´ı el estado del arte del ´area y finalmente disponer
de una herramienta de ayuda y autoaprendizaje computarizada para este proceso de
composici´on musical."	2015	Ingeniería Informática
4231	Pontificia Universidad Católica del Perú	Segmentación automática de la planta de pie en imágenes termográficas en entorno ruidoso para el diagnóstico de pie diabético	Alpiste Pomalaza, Marko André	Título Profesional	Beltrán Castañón, César Armando	"La diabetes es un problema social cada vez más presente en nuestro país debido a los
cambios en el estilo de vida de las personas. Este proyecto de fin de carrera busca apoyar a
la prevención de la diabetes tipo 2 mostrando un algoritmo de segmentación automática de
la planta de los pies que calcula la diferencia de temperatura entre ambos, a fin de que
apoye al estudio que propone el poder prevenir la aparición de dicha enfermedad según el
valor promedio de la diferencia de temperatura entre ambas plantas.
Para dicho fin se realizara un programa en MatLab que implemente dicho algoritmo que
procese imágenes termográficas en entornos ruidosos y que calcule la diferencia de
temperaturas promedio entre ambas plantas del pie de la imagen en cuestión, mostrándolo
adicionalmente de forma gráfica."	2016	Ingeniería Informática
4435	Pontificia Universidad Católica del Perú	Combinación de reglas de portafolio con la asignación 1/N y la ponderada por capitalización bursátil	Rodríguez Alcócer, Augusto Fernando	Maestría	Valdivieso Serrano, Luis Hilmar	La teoría del portafolio estudia el proceso a través del cual se realiza la asignación óptima de activos. El análisis Media - Varianza (MV) propone que los agentes estructuran portafolios de inversión optimizando el retorno esperado o el riesgo. Así, fijando el nivel deseado de una de estas variables, es posible elaborar una frontera eficiente compuesta por portafolios óptimos. Sin embargo, si bien el análisis MV ha sido trabajado de manera extensa presenta una limitación: los parámetros reales no son conocidos sino estimados a partir de la observación de datos. Ello incorpora el problema de incertidumbre en la modelación, por lo que las reglas de portafolio óptimo están sujetas a errores aleatorios que pueden generar que los parámetros estimados se alejen de los reales. El objetivo del presente trabajo es revisar dicho análisis bajo el enfoque de reglas de portafolio, y si existe la posibilidad de reducir el riesgo de estimación a través de la combinación de las reglas con el portafolio de pesos iguales y con el portafolio ajustado por capitalización bursátil. Para la programación se utiliza el paquete estadístico R - project. Los resultados sugieren que la combinación de las reglas con los dos portafolios seleccionados puede mejorar los resultados fuera de muestra esperados y que bajo ciertas circunstancias, combinar con el portafolio de capitalización bursátil puede ser más eficiente que con el portafolio de pesos iguales.	2016	Estadística
4436	Pontificia Universidad Católica del Perú	Modelos de teoría de respuesta al ítem multidimensional con una aplicación psicológica	Malaspina Quevedo, Martín Ludgardo	Maestría	Bazán Guzmán, Jorge Luis	La presente investigación, dentro del contexto de la Teoría de Respuesta al Ítem (TRI), estudia un modelo multidimensional logístico compensatorio de dos parámetros (M2PL) para ítems dicotómicos. Para ello, se explican teóricamente los métodos de estimación más conocidos para los parámetros de los ítems y de los rasgos latentes de las personas, priorizando el método bayesiano mediante Cadenas de Markov de Monte Carlo (MCMC). Estos métodos de estimación se exploran mediante implementaciones computacionales con el software R y R2WinBUGS. La calidad de las respectivas estimaciones de los parámetros se analiza mediante un estudio de simulación, en el cual se comprueba que el método de estimación más robusto para el modelo propuesto es el bayesiano mediante MCMC. Finalmente, el modelo y el método de estimación elegidos se ilustran mediante una aplicación que usa un conjunto de datos sobre actitudes hacia la estadística en estudiantes de una universidad privada de Colombia.	2016	Estadística
4484	Pontificia Universidad Católica del Perú	Implementación de un algoritmo de grilla móvil para la simulación de reacciones autocatalíticas	Mancilla Aguilar, César Hilario	Maestría	Beltrán Castañón, César Armando	"En este trabajo se presenta el diseño e implementación de una grilla (ventana
multidimensional) móvil para aproximar numéricamente la solución de la ecuación de
Fisher-Kolmogorov (FK), aplicada al modelamiento de frentes de reacciones
autocatalíticas de reacción-difusión-advección. Nos apoyaremos en la perspectiva de la
físico-química, el análisis numérico y su implementación en computador. Explicaremos
concretamente en qué consisten las reacciones autocatalíticas y la importancia del
estudio de los frentes de onda en dichas reacciones. Precisamos los fenómenos de
reacción-difusión, mencionando los principales valores conocidos de velocidad de los
frentes de onda, cuando no existe flujo externo. Mencionamos la dinámica de los
sistemas de reacción-difusión-advección, con velocidades externas pequeñas (número
de Peclet pequeño ( )), haciendo énfasis en el fenómeno de la dispersión
hidrodinámica de Taylor y algunas aproximaciones asociadas.
En cuanto al análisis numérico, utilizamos el método de diferencias finitas para
aproximar las ecuaciones diferenciales mencionadas anteriormente, convirtiéndolas en
relaciones algebraicas, utilizando el método Forward-Time Centered-Space (FTCS),
mencionando los criterios de convergencia y estabilidad necesarios. Con ello,
formulamos y sustentamos un algoritmo de grilla móvil, implementándolo en Fortran.
Con el algoritmo implementado en Fortran, simulamos los frentes de onda, sin
advección y con advección, comparando los valores teóricos de velocidades de frentes
de onda, con los valores simulados. Al obtener una similitud razonable entre los valores
de velocidad de los frentes de onda, para reacciones de orden dos (cuadráticas) y tres
(cúbicas), procedimos a realizar predicciones sobre las velocidades de los frentes para
reacciones de orden superior, cuatro y cinco. Durante las simulaciones por
computadora, hemos conseguido mejorar el procesamiento de datos utilizando
procesamiento paralelo y operaciones de bloques de memoria, adaptando nuestras
estructuras de datos a la jerarquía de memoria cache del CPU utilizado.
El algoritmo de grilla móvil implementado, con su estrategia de procesamiento y
adaptación de estructuras de datos, puede ser adaptado fácilmente para estudiar otros
fenómenos que admiten un esquema explícito para ser simulados."	2016	Ingeniería Informática
