Institución,Título,Autor,Grado,Asesor(es),Año,Resumen,Categoría
Universidad de Lima,Informe de expediente Civil No. 2000-638 sobre: tercería de derecho preferente de pago. Informe de expediente Administrativo No. 3273-2010/CPC sobre: idoneidad en el servicio-seguros en general,"Vega Bianchi, Gerson Antonio","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2020,"Materia: Tercería de Derecho Preferente de Pago Nº de Expediente: 2000-638 El presente expediente nos presenta una demanda en vía del Proceso Abreviado de TERCERÍA DE DERECHO PREFERENTE DE PAGO. El principal aspecto discutido es determinar si corresponde ordenar mediante sentencia, el derecho preferente de una de las partes, sobre el bien inmueble que se pretende ejecutar por sexta vez, en un proceso
de Ejecución de Garantías. Materia: Idoneidad en el Servicio-Seguros en General Nº de Expediente: 3273-2010/CPC El presente expediente nos presenta una denuncia ante el Instituto de Defensa de la Competencia y de la Protección Intelectual (INDECOPI). El principal aspecto discutido es determinar si Rímac Internacional Compañía de Seguros y Reaseguros S.A cometió una infracción al deber de idoneidad, al rechazar la cobertura de la Póliza de Responsabilidad Civil para Directores y Administradores, que fue contratada por Electro Dunas S.A.A.",Derecho / Derecho civil
Universidad de Lima,Impacto de la calidad institucional en el riesgo país de los países latinoamericanos (2000 - 2019),"Laura Calderón, Juan Pablo","Tesis para optar el Título Profesional de Economista, Universidad de Lima","Durán Fernández, Rosa Luz",2020,"El riesgo país es la capacidad de los países de mercados emergentes de cumplir con sus obligaciones financieras. El riesgo país es determinante para la atracción de inversión extranjera directa; sin embargo, necesita de la calidad institucional que transmite estabilidad económica, política y el cumplimiento de los contratos privados.
Los determinantes de la calidad institucional usados en la presente investigación son voz y responsabilidad, estabilidad política, calidad regulatoria, estado de derecho y corrupción. Además, como variables de control se utiliza el crecimiento porcentual del PBI, la formación bruta de capital y una dummy de crisis política y económica. Las variables voz y responsabilidad, estabilidad política y estado de derecho tiene una relación inversa y significativa sobre el riesgo país. No se puede determinar el efecto de la calidad regulatoria debido a que no cumplen con la significancia estadística. Los resultados indican que las variables crecimiento económico y formación bruta de capital tienen un impacto negativo sobre el riesgo país. Además, si los países cuentan con crisis política y económica tienen una relación positiva con el riesgo país.
Por otra parte, la corrupción tiene un efecto positivo sobre el riesgo país. No obstante, a pesar de que las economías de los países de América Latina seleccionados para el presente estudio sufren de la presencia constante de corrupción, esta no ha tenido un impacto significativo en mermar el rating de los países porque se ha dado en condiciones de crecimiento económico.
Se concluye que se requiere de instituciones sólidas a fin de que el riesgo país proporcione un entorno confiable y predecible para los agentes económicos.",Ciencias empresariales / Economía
Universidad de Lima,Informe Jurídico de expediente Civil No 00545-2012-0-0412-JM-FC-01 sobre: Derecho de Familia. Informe Jurídico de expediente Penal No. 5358-2012-01706-JR-PE-01 sobre: Derecho Penal,"Noronha Val, Diego Alonso","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2020,"Materia: Derecho de Familia Nº de Expediente: 00545-2012-0-0412-JM-FC-01 El presente expediente corresponde al de una demanda de impugnación de paternidad interpuesta por el demandante contra su menor hija de 14 años y su madre. Los aspectos fundamentales en el proceso corresponden a determinar si el demandante poseía legitimidad para obrar activa para interponer tal acción de desconocimiento lo que, a su vez, nos lleva a analizar el plazo de caducidad de esta clase de acciones y el carácter irrevocable de la paternidad. Materia: Derecho Penal Nº de Expediente: 5358-2012-01706-JR-PE-01 El presente expediente corresponde al juzgamiento de cinco acusados, uno de ellos por parricidio y, al resto, por homicidio calificado, tramitado en el marco del Nuevo Código Procesal Penal (NCPP) del 2004. Todos ellos fueron condenados, decisión que fue confirmada por las instancias superiores, solamente variando los fundamentos en cada
una de las sentencias. En ese sentido, la discusión fundamental del informe se circunscribe en determinar si los imputados fueron condenados dando observancia a todas las garantías procesales y sustanciales, así como establecer si la calificación jurídica para cada hecho fue la correcta.",Derecho / Derecho civil
Universidad de Lima,Informe de expediente civil No. 01673-2015-0-0412-JM-CI-03 sobre: otorgamiento de escritura pública  Informe de expediente constitucional No. 51658-2004 sobre: hábeas data,"Luján Benavides, José Giuliano","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2020,"Materia: Otorgamiento de escritura pública. El proceso civil analizado si bien regularmente genera una controversia sencilla que se tramita en la vía del proceso sumarísimo adquiere dificultad ante consideración de la inexistencia de manifestación de voluntad de una de las partes del contrato de compraventa por carecer la primera hoja de dicho acto jurídico de la firma de la parte demandada, argumento que se acogido por la Sala Civil Permanente de la Corte Suprema que en el conocimiento del recurso de casación. Materia: Hábeas data. El proceso constitucional analizado corresponde a una acción de hábeas data por afectación al derecho fundamental de acceso a la información pública que se plantea contra el C.N.P., dando cuenta de la eficacia de los derechos fundamentales no solo contra el Estado sino también contra particulares que ejercen función pública o prestan servicios públicos. Este proceso evidencia que pese a la naturaleza propia de estos procesos de tutela urgente, recién después de cuatro años de trámite, la pretensión del accionante recibe amparo o protección en el Tribunal Constitucional.",Derecho / Derecho civil
Universidad de Lima,Informe de expediente civil No. 00508-1997-0-0901-JR-FC-01 sobre divorcio por causal y nulidad de matrimonio Informe de expediente mercado de valores N° 2013021439 sobre: mercado de valores,"Mercado Ortega, Jessica Sofía","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2020,"Materia: Divorcio por causal y nulidad de matrimonio. En el expediente a sustentar, se interpone una demanda de divorcio por las causales de maltrato físico y psicológico y abandono injustificado de la casa conyugal, al amparo de los incisos 2 y 5 del artículo 333° y artículo 349° del Código Civil. Posteriormente, el demandado plantea reconvención solicitando la declaración de nulidad de matrimonio por existencia previa de matrimonio por parte de la demandante, esto al amparo del inciso 3 del artículo 274° del Código Civil. Materia: Mercado de valores. Mediante el presente expediente a sustentar, se discute una solicitud de inicio de trámite para la realización de una oferta pública de acciones posterior y designación de una entidad valorizada en amparo del inciso a) del artículo 6°, inciso b) del artículo 8°, artículo 44° y artículo 49° del Reglamento de Oferta Pública de Adquisición y de Compra de Valores por Exclusión, aprobado por Resolución CONASEV N° 009-2006-EF-94.10.",Derecho / Derecho civil
Universidad de Lima,Informe de expediente arbitral N° 1202-2013 sobre: arbitraje de contrataciones con el estado. Informe de expediente administrativo N° 1981-2007-TC sobre: procedimiento administrativo sancionador,"Leguia Galdos, Augusto","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2020,"Materia: Arbitraje de Contrataciones con el Estado 
Nº de Expediente: 1271-044-2007 A través de un arbitraje de derecho, la empresa M.S.A demanda a E.P.D. el pago de daños y perjuicios ocasionados por el incumplimiento de la obligación referida a la entrega de páprika en los meses de enero y febrero de 2007.
Materia: Procedimiento Administrativo Sancionador
No de Expediente: 057-2011/CCD La Comisión de Fiscalización de la Competencia Desleal del INDECOPI inicia un procedimiento sancionador de oficio contra U.S.A. por la presunta comisión de actos de competencia desleal en la modalidad de engaño, en virtud de un anuncio televisivo del producto SEV.",Derecho / Derecho civil
Universidad de Lima,Informe de expediente arbitral N° DE-ARBIT0076 sobre: arbitraje societario Informe de expediente mercado de valores N° DE-MERCVAL0002 sobre: mercado de valores,"Saavedra Aranda, Ana Paula","Trabajo de suficiencia profesional para optar el Título Profesional de Abogado, Universidad de Lima",,2020,"Materia: Arbitraje societario. El presente expediente arbitral versa sobre una demanda en sede arbitral, en mérito a la cual se pretende que se declare la invalidez y nulidad legal del acuerdo de elección de directorio adoptado el 30 de abril de 2009 por la Junta General de Accionistas de E.A.A.A.S.A.A., pues este fue llevado a cabo con irregularidades, es decir, contraviniendo a su Estatuto y las normas de la Ley General de Sociedades. Materia: Mercado de valores. El presente expediente versa en la solicitud de remoción de T.S.T.S.A. del cargo de fiduciario de los patrimonios fideicometidos originados por el “Contrato de Fideicomiso – A.” y el “Contrato de Fideicomiso – A.”. Si bien los bonos de titulización fueron producto de una emisión privada, los adquirentes de dichos bonos sostienen que la colocación de los bonos es de origen público, por lo que la SMV tiene competencia de determinar la remoción de T.S.T.S.A.",Derecho / Derecho comercial
Universidad de Lima,Estudio de prefactibilidad para la Instalación de una heladería especializada en la elaboración de helados congelados con nitrógeno líquido,"Becerra Giha, Micaela Maria, Fernandini Massa, Ornella Maria","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Echazú Brown, Julio Roberto",2020,"The following prefeasibility study will determine the feasibility of implementing a
specialized ice cream facility base on a liquid nitrogen freezing process in Lima
Metropolitana.
For this, the research problem was evaluated, establishing the objectives, and the
scope.
The subject was justified and the hypotheses were presented. Different theses found
in the library of the University of Lima were used as references.
It was necessary to implement a market research in order to determine the demand
and interest from the target audience, therefor surveys were carried out.
Based on the surveys and diferente relevant factors of the study such as proximity
to the target audience, polarization, security and others, the location of the ice cream
facility was determined.
The size of the business was also determined analyzing factors such as market,
resources, investment, etc.
An analysis of all the activities and processes that will be carried out in the facilities
for the proper functioning of the service was performed. Having this analysis, the
personnel that would be in charge of each of the activities and their specific functions were
determined.
A compilation of all the income and expenses that the business would have was
made in order to perform a financial evaluation of the service.",Ingeniería industrial / Producción
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta productora de suplementos nutricionales a base de hojas de moringa en cápsulas,"Lazaro Cubas, Miguel Junior, Morales Matos, Carlo Andre","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Flores Pérez, Alberto Enrique",2020,"The objective of this thesis is to determinate the market, technological, financial and social viability for the implementation of an industrial producing plantsupplements based on moringa, which will provide a solution to the problem of malnutrition suffered by 
pregnant women of Metropolitan Lima. From the market point of view, the first thing that was determined was that the target market would be women aged 18 to 45 years of socioeconomic levels B, C and D of Metropolitan Lima who are in gestation or lactation period. Analyzing the aforementioned market and the results of the survey, the annual demand for bottles of 120 moringa capsules for the fifth year of the project would be 56,139 bottles. In the evaluation of the engineering of the project, it was determined that a semi automatic production process would be used and the minimum area of production would 
be 33 m2, this was calculated using the Guerchet method. Considering all the necessary areas in the industrial premises, a plot of 600m2 was defined. In the financial analysis, it was determined that an investment of S/ 873,921 was needed, which would be financed 60% with the help of a bank loan at a rate of 15% and the remaining 40% with contribution from shareholders at a rate of 18% (COK). With this a financial IRR of 69% is obtained, together with a financial NPV of S / 1,138,663, benefit / cost ratio of 1.14 and recovery period of 2 years 11 months, positive indicators in the eyes of any investor. Finally, in the social evaluation it was concluded that the project was beneficial because it generated an added value of S/ 4,619,436 at present value and other positive social indicators.",Ingeniería industrial / Producción
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta de preformas biodegradables para  botellas con agua,"Fernández Villaverde, Cesar Eduardo, Palacios Pachas, Mario Rodrigo","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Salinas Pedemonte, Pedro Arturo",2020,"El presente trabajo de investigación tiene como objetivo determinar la viabilidad de una
planta productora de preformas biodegradables para botellas con agua, evaluando el
aspecto económico, técnico y financiero.
La mayoría de botellas son elaboradas de Tereftalato de Polietileno (PET), este
material es contaminante cuando es incinerado, generando gases tóxicos; además, en
condiciones naturales puede demorar 1,000 años en degradarse. El estudio propone que
las botellas sean elaboradas con ácido poliláctico (PLA), un material degradable en 80
días proveniente de residuos vegetales.
El mercado objetivo son las empresas embotelladoras, ya que las preformas son
el material que utilizan para la producción de sus botellas. Para determinar la demanda
proyectada se realizó una entrevista a una de las principales embotelladoras: Ajeper S.A.
Para la localización de planta se elaboró una tabla de enfrentamiento y ranking de
factores a nivel Macro y Micro determinando la ubicación en Lima, Lurín.
Se establece el tamaño de planta analizando el mercado, requerimiento de materia
prima, tecnología y punto de equilibrio. Se determinó que el tamaño de planta es
12,295,619 preformas/año. Respecto a la ingeniería del proyecto, el proceso de
producción es similar a las preformas PET; por lo tanto, existe la tecnología necesaria, la
cual se usa una máquina inyectora semiautomática..
La capacidad de producción de la planta se define por el cuello de botella, la cual
es 27,144 cajas con preformas PLA, con el fin de determinar cuanto puede producir la
planta en un determinado tiempo.
El aspecto administrativo se determina según las funciones que tendrán cada parte
de la organización. Se describe las funciones de los colaboradores y se diagrama el
organigrama de los 19 colaboradores.
En la evaluación del proyecto se obtuvo un VAN económico de S/.316.371 y
VAN financiero de S/.393,023.
Palabras clave: Preforma, ácido poliláctico.",Ingeniería industrial / Producción
Universidad de Lima,"El impacto de la corrupción en las instituciones y sus efectos en el crecimiento económico: un análisis para países de la OCDE, América Latina y el Caribe y el Perú en el Periodo 2002-2015","Tudela Cueto, David","Tesis para optar el Título Profesional de Economista, Universidad de Lima","Landa Arroyo, Yuri Jesús",2020,"La corrupción, que se define como el mal uso o el abuso de un cargo público para el beneficio privado, es un hecho que posee una relación con el desempeño económico. Dentro de ese marco, esta investigación tiene como objetivo explicar el nexo entre la
corrupción y el crecimiento económico, y su implicancia en la recaudación tributaria bajo el manejo adecuado de las instituciones, variable que muestra la competencia de una organización (pública o privada). Para eso, aplicamos un modelo de datos de panel de Mínimos Cuadrados Generalizados Factibles en una muestra de 46 países pertenecientes a dos grupos (LAC y OCDE) durante el periodo 2002-2015. Utilizando índices de corrupción, variables macroeconómicos e institucionales, los resultados proporcionan evidencia del impacto en diferentes economías. El primer resultado es que la percepción de un fuerte manejo institucional está correlacionada con la reducción de la corrupción generando un crecimiento económico estable. Debido a esto, el efecto de la corrupción es persistente solo en las economías que muestran debilidad en el manejo de sus
instituciones.",Ciencias empresariales / Economía
Universidad de Lima,Mejora en el proceso de producción de suelas de poliuretano en la empresa Pionnisan S.A.C.,"Rodriguez Saes, Alison Camila, Tarrillo Vilca, Karen Abigail","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Lizárraga Portugal, Carlos Augusto",2020,"The present study, carried out at the company Pionnisan SAC, proposes an improvement in the production process of polyurethane soles, in order to increase customer satisfaction and reduce extra costs generated by excess waste and defective products.
Firstly, the relevant aspects of the company were identified, Pionnisan is dedicated to the manufacture of footwear soles, its principle costumer is the female segment. The increase in demand, the market growth and the constant competition force the company to make its processes more efficient.
Secondly, the current situation of the key processes, indicators and improvement opportunities that directly impact profitability were analyzed. Through the diagnostic, a specific area was selected. In this case, the production of polyurethane soles was determined as the object of study because it generates a greater economic contribution to the company. The indicators of this area were analyzed in order to find the causes of
the main problems.
Thirdly, the possible solution alternatives were determined according to each cause and then, the best and primary solution was selected according to the quantitative and qualitative evaluation criteria. Fourthly, the solution, which was the creation of a quality control process, was developed and it involved the creation of a standard work procedure and a quality control process making use of the sampling technique.
Finally, the financial evaluation of the improvement proposal is shown, whose
Net Present Value (NPV) and Internal Ratio of Return (IRR) indicators show its viability. An NPV of 99 318 soles and an IRR of 66 % were obtained. In addition, in the worst-case scenario, a positive NPV of 792 soles and an IRR of 2,34% were obtained, which indicates that even in this case, the proposed solution continues to be
beneficial for the company.",Ingeniería industrial / Tecnología de procesos
Universidad de Lima,Mejora del proceso de gestión comercial de la empresa CHIMAC SAC,"Soto Torres, Elva Yasmin","Trabajo de suficiencia profesional para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Sotomayor Cabrera, Arístides",2020,"El presente trabajo tiene como objetivo la implementación de mejoras en el proceso de gestión comercial de la empresa CHIMAC; debido a la problemática presentada por la disminución del indicador de rentabilidad del año 2018 en comparación al año 2017; es decir no se logró alcanzar la meta de rentabilidad propuesta para el 2018, por las ventas de servicios de consultoría especializada dirigidas a instituciones públicas.
El proyecto de mejora estuvo liderado por el Subgerente; e involucró la participación de las áreas de Gerencia General, Subgerencia, Proyectos y Administración.
Entre las soluciones planteadas destacan la implementación de herramientas de ingeniería tales como: el ciclo PHVA (Planear, Hacer, Verificar y Actuar) alineado a la norma ISO 9001:2015, Análisis FODA, Análisis Interno, Análisis Externo, Matriz FODA, Diseño de la Estrategia Empresarial, Análisis de causa raíz, Plan de Acción, Análisis de las cinco (05) fuerzas de Porter, diagramas de flujo, entre otros.
Entre los principales hallazgos generados producto de la implementación de mejoras destacan: el no contar con el diseño del proceso de gestión comercial y su integración al Sistema de Gestión de Calidad de la empresa, la falta de personal que estuviera exclusivamente avocado a las actividades de gestión comercial. Asimismo a nivel estratégico, se evidenció la ausencia de estrategias de inversión interna, así como baja capacidad financiera. Además no se contaba con un programa anual de capacitaciones para el personal a cargo de la gestión comercial y falta de una política de asignación de recursos para el área de gestión comercial.
Como resultado de la implementación de las soluciones, se obtuvo el aumento de la rentabilidad para el año 2019; es decir de 12.98% obtenido en el 2018, se logró superar el mínimo propuesto para el 2019 de 14.36%, teniendo un valor para el año 2019 de 15.00%.",Ingeniería industrial / Diseño e innovación
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta productora de hojas de papel reciclado para impresión,"Aquino Zarate, Hoshiwn Lorena, Mendoza Hurtado, Ivette Paola","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Espinoza Matos, José Francisco",2020,"The main objective of this study is to evaluate the commercial, technical, financial, economic and social viability of the installation of a plant to produce recycled paper for the national market. In chapter I, the research plan is detailed, with the main objectives, hypotheses, scope of the thesis and the technical, social and economic justification. In chapter II, the market study is carried out, which determined that the demand for the project for the year 2021 would be 242 800 boxes of finished product aimed at medium and large companies in Metropolitan Lima. On the other hand, in Chapter III, it was determined that it would be more feasible 
to locate the plant in Lurín, Lima, mainly by the availability of raw material. Likewise, in Chapter IV, the plant size was established, which for the project is the market with 271 935 paper boxes and the breakeven point, which would be 78 829 units per year. Subsequently, in chapter V, the installed capacity was analyzed, finding that the first stage of thickening is the bottleneck. The production program for the 5-year useful life of the project was also established, with a production batch of 1 050 boxes of recycled paper. Regarding the layout of the plant, a total minimum area of 1 873 m2 was determined. Afterward, in Chapter VI, the structure and directive of the company was defined. In Chapter VII, the economic and financial aspects were evaluated, determining that the total investment required is 23'651,884.26 soles. Likewise, given that the values  of the VANE = 882 082,32 soles and VANF = 3 525 099,85 soles are positive and the values of the EIRR = 21,00% and the IRR = 28,52 % are higher than the opportunity cost (COK = 19,53%), it is concluded that the project is profitable. Finally, in chapter VIII, the social evaluation was carried out, from which a favorable Product - Capital ratio of 2,12 is obtained.",Ingeniería industrial / Producción
Universidad de Lima,Content-based learning object recommendation system using a user profile ontology for high school students,"Morillo Palacios, Bruna","Tesis para optar el Título Profesional de Ingeniero de Sistemas, Universidad de Lima","Gutiérrez Cárdenas, Juan Manuel",2020,"The lack of quality of education in Peruvian schools has caused young people to look for
other ways to obtain information, of which the web stands out. However, this tool is made
up of billions of web pages, which affects the time each student takes to search. To
address this situation, we propose the development of a content-based recommendation
system that uses ontologies for data storage. Our recommender system allows the user
profile data to be integrated into the model to consider its characteristics as part of the
recommendation. We carried out two sets of validations for the evaluation of our
proposal, one with expert judgment and the other by gathering the opinion of the endusers.
As a result of the first evaluation, we found that 76.25% of the items were highly
related to the search. For the second evaluation, we found that our system obtained a
usability of 78.67%, considering the opinion of the students tested.",Ingeniería de sistemas / Sistemas de información
Universidad de Lima,Deducibilidad de las provisiones de cobranza dudosa garantizadas en virtud del régimen de garantía mobiliaria,"Landa Davila, Ricardo Guillermo, Araujo Sanchez, Juan Miguel","Trabajo de Investigación para optar el Grado Académico de Maestro en Tributación y Política Fiscal, Universidad de Lima","Gamba Valega, César Martín",2020,"El presente trabajo de investigación se enfoca en analizar la problemática suscitada en la deducibilidad de la provisión de cobranza dudosa cuando se determina la renta neta empresarial; en el supuesto que, con posterioridad al otorgamiento de una garantía mobiliaria pero antes de su ejecución, los bienes que respaldan dicha garantía sufran una pérdida o deterioro que disminuye la probabilidad de recuperación del importe de la cuenta por cobrar inicialmente garantizada; en consecuencia, se determine una provisión por cobranza dudosa relacionada con dicho deterioro real de los bienes. Y que según la autoridad tributaria peruana no sería deducible en la medida que dicho supuesto no se encontraría recogido en la Legislación del Impuesto a la Renta; sin embargo, nosotros desarrollaremos argumentos que nos permita darle contenido a nuestro trabajo de investigación en virtud del artículo 37 de la Ley del Impuesto a la Renta y otras normas jurídicas.",Derecho / Derecho tributario
Universidad de Lima,El Estado y el Derecho en el pensamiento general de Manuel González Prada,"Freundt Velez, Gustavo Luis","Tesis para optar el título profesional de Abogado, Universidad de Lima","García Toma, Víctor Óscar Shiyin",2020,"En este trabajo se analiza el pensamiento del líder anti-oligárquico Manuel González Prada y su relación con la Constitución de 1860 que estuvo vigente en toda la vida adulta de nuestro investigado. Esta tesis pretende mostrar las diferentes etapas del pensamiento general de González Prada en cuanto cabe a la ciencia política y como influenció en él la Constitución de 1860 en cuanto cabe a la ciencia jurídica. Esta investigación se ha dividido en 3 capítulos. En el primero y el tercero se analiza desde un punto de vista político lo que fue en Manuel González Prada la evolución de su pensamiento, la fijación de sus posiciones en temas claves y la influencia en discípulos posteriores, mientras que en el segundo capítulo se analiza desde un punto de vista estrictamente jurídico la importancia que tuvo la Constitución de 1860 en la vida de González Prada.",Derecho / Filosofía y teoría del Derecho
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta productora de suplemento alimenticio a base de maíz,"Saravia Mendoza, Pedro Jesus","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Avalos Ortecho, Edilberto Miguel",2020,"El presente trabajo es un estudio de prefactibilidad para la implementación de una planta productora de suplemento alimenticio a base de maíz, para determinar su viabilidad de mercado, técnica, social, económica y ambiental. En el primer capítulo, se describe la problemática actual, los objetivos y justificaciones en diferentes aspectos del presente estudio. En el segundo capítulo, se realiza un estudio de mercado evidenciando que el mercado de suplementos alimenticios presenta un alto potencial de crecimiento. En el tercer capítulo, se realiza un estudio a nivel macro y micro para determinar la localización de la planta productora, el cual tuvo como resultado, a nivel macro, la región de Lima Metropolitana y, a nivel micro, se optó por el distrito de Lurín. En el cuarto capítulo, se establece que el tamaño de planta es determinado por el tamaño de mercado cuya demanda es de 67 000 kg de suplemento en el año 2023. En el quinto capítulo, se detallan las actividades del proceso de producción del suplemento alimenticio y las maquinarias necesarias para cada una de estas. Además, se calcula las áreas de las zonas que conforman la planta productora, de tal manera, que se obtiene un área total de 500 m2. En el sexto capítulo, se determina que esta empresa productora será registrada en forma de persona jurídica y de tipo Sociedad Anónima Cerrada. Además, se detalla la estructura organizacional que tendrá la empresa en mención. En el séptimo capítulo, se precisa una inversión de S/. 2, 391, 069, para la cual se determinó un financiamiento de 40% con capital propio y el 60% mediante un préstamo bancario. Finalmente, en el octavo capítulo, se analiza el aporte del proyecto a la comunidad y al medio en el que se desarrolla y sus posibles impactos sociales.",Ingeniería industrial / Producción
Universidad de Lima,Campaña integral de comunicación para la asociación Vale un Perú: Yo no envidio. Unidos podemos con todo,"Ramos Carpio, Augusto Carlos","Trabajo de suficiencia profesional para optar el Título Profesional de Licenciado en Comunicación, Universidad de Lima",,2020,"Estetrabajo tiene como objetivo ejecutar una campaña integral para la asociación sin fines de lucro denominada “Vale un Perú” que ONG que tiene como fin trabajar en la sensibilización para formar una sociedad que acepta a sus semejantes practicando el valor de la tolerancia, el respeto mutuo y reconociendo su importancia pues constituye una condición del ejercicio de la construcción de ciudadanía que es base de la Democracia en el Perú. En esta oportunidad, se elaborará una campaña contra un sentimiento: la envidia, dirigida a un sector de la población: jóvenes que viven en zonas urbanas cuyas edades oscilan entre los 13 y 20 años motivándolos a cambiar de comportamiento y comunicando los beneficios que se logra en el ámbito persona y para la sociedad en general. Por esta razón nos basamos en el INSIGHT de que los peruanos que no envidian, no sufren construyen una patria grande y para todos.",Comunicación / Comunicación para el desarrollo
Universidad de Lima,Incremento de ventas de servicios a través de la venta de contratos de mantenimiento en una empresa comercializadora de camiones y buses,"Torriani Trujillo, Johana Stephany","Trabajo de suficiencia profesional para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Urbina Rivera, Carlos Medardo",2020,"El objetivo del proyecto es realizar una mejora en el Área de Servicios Contratados de una empresa comercializadora de camiones y buses con la finalidad de incrementar la venta de servicios a través de contratos de mantenimiento a nivel nacional a pesar de que el sector automotriz de vehículos pesados se encuentra en recesión por los problemas políticos y económicos que                      está afrontado el mercado peruano.
Uno de los principales cambios que se realizó fue implementar el mantenimiento flexible en el mercado peruano, el cual permitió una reducción inicial de tarifa entre 18% y 33%.
El mantenimiento flexible se encuentra soportado por un sólido sistema de soluciones que se encargará de elaborar un plan de mantenimiento personalizado para los vehículos, según los datos operacionales de este.
En segundo lugar, se realizó la segmentación de los clientes de la empresa, en el cual se concluyó que 80% de las ventas que se realizan son hechas por el 20% de clientes, los cuales son considerados como clientes corporativos. El resto de los clientes serán denominados clientes retail y serán atendidos por la fuerza de venta de servicios distribuida a nivel nacional, para ello se procedió con el cálculo de vendedores que la empresa debería contar para cubrir la demanda de visitas programas durante el año.
Por último, el involucramiento de las áreas internas de la empresa fue necesario para lograr el objetivo principal de este proyecto. Se logró simplificar algunos procesos tediosos para los clientes, lo que aportó al incremento del portafolio.
El área de Marketing mantiene una colaboración activa para la elaboración de material visual y audiovisual para la promoción de los contratos de mantenimiento y para hacer que la venta de este sea más simple.
Para este proyecto, no se requirió la inversión de bienes tangibles ni la contratación de nuevo personal, ya que se ha aplicado la metodología Kaizen que busca la mejora continua del área de Servicios Contratados con los recursos existentes.",Ingeniería industrial / Logística
Universidad de Lima,Estudio de prefactibilidad para la instalación de una planta de fabricación de bodys para bebés a base de algodón orgánico,"Año Meza, Lisbeth, Briones Cobos, Yanira Yesenia","Tesis para optar el Título Profesional de Ingeniero Industrial, Universidad de Lima","Collao Díaz, Martín Fidel",2020,"This project covers the preliminary study for the installation of a plant for the manufacture of a body with a custom design made from organic cotton using organic and biodegradable dyes and packaging materials, marketed electronically in Lima. To see the viability of this project we have conducted a study composed of different chapters. Chapter I contains the key points of the investigation, such as the problem, the objectives to be achieved and the hypothesis that serves as the basis for the investigation. Chapter II develops the market study to identify commercial viability, where the target market is determined is Lima, Arequipa and Ica. Likewise, we determine the demand of the project, we analyze the offer where we identify our main competitors, in order to develop the development strategies. Finally determine the sale price of S /. 55.00 In Chapter III we analyze the different possible locations for our plant. Therefore, a macro analysis was considered Chincha, Cañete and Lima; The districts of Lima were considered for the micro location analysis. In chapter IV we define the appropriate plant size, the market, productive resources, technology, investment and break-even point in order to cover our demand, resulting 300 m2.
Chapter V details all the engineering of the project, which describes the production process, material balance, installed capacity and final disposal. Chapter VI determines the organizational structure with administrative, operational personnel and the necessary outsourcing. In Chapter VII, we will analyze the economic viability estimating investments, production costs, operational and financial budgets, to perform an economic and financial evaluation, obtaining a NPV of S/. 717,429, IRR of 52.9%, B / C of 2.65 and a PR of 3 years and 3 months. Finally, in the Chapter VIII develops the social evaluation of the project through indicators.",Ingeniería industrial / Producción
